contador,pokemon_names,pokemon_prices 1,pokemon_prices 2,pokemon_prices 3
2022,Juguete De Peluche De Dibujos Animados De Pokémon Gengar,116.721,9.726,0
2023,Juguete De Peluche De Dibujos Animados De Pokémon Gengar,111.894,9.324,0
2024,Pokémon Gengar Peluche De Dibujos Animados 24cm,112.280,9.356,0
2025,Juguetes De Peluche De Dibujos Originales De Pokémon De 24 C,130.334,10.861,0
2026,Muñeco De Peluche De Dibujos Animados Pokemon Gengar 24cm,118.700,9.891,0
2027,Juguetes De Peluche De Dibujos Originales De Pokémon De 24 C,130.334,10.861,0
2028,Juguetes De Peluche De Dibujos Originales De Pokémon De 24 C,130.334,10.861,0
2029,Peluche De Snorlax Pokemon,89.900,2.497,0
2030,2 Piezas Pokémon Gengar Juguetes De Peluche De Dibujos,137.816,11.484,0
2031,Pokémon Gengar Juguetes De Peluche De Dibujos,110.494,9.207,0
2032,Peluche Pokémon Espada Y Escudo Scorbunny 38 Cm,138.154,11.512,0
2033,Gengar Peluche Pokémon Primera Generación,105.088,8.757,0
2034,Peluche Gengar Pokemon Dibujos Juguetes,105.088,8.757,0
2035,Peluche Pokemon Súper Suave Pokémon Figura 25cm,202.742,16.895,0
2036,Juguetes De Peluche De Dibujos Originales De Pokémon De 24 C,132.844,11.070,0
2037,"Muñeco De Peluche De Anime Pokémon Mewtwo, Regalo Para Niños",197.915,16.492,0
2038,"Muñeco De Peluche De Pokémon Bulbasaur, Juguete De Animales,",168.952,14.079,0
2039,Peluche Pokémon Pokéball Pack De 5 Poke Master Ultra Rápido,139.988,11.665,0
2040,Muñeco De Peluche De Dibujos Animados Pokemon Gengar 24cm,104.219,8.684,0
2041,Juguetes De Peluche De Dibujos Originales De Pokémon De 24 C,107.839,8.986,0
2042,Peluche Pokémon Pokéball Pack De 5 Poke Master Ultra Rápido,139.988,11.665,0
2043,Peluche De Dibujos Animados De Pokémon Gengar Originales De,99.923,8.326,0
2044,"Muñeco De Peluche De Dibujos Animados Pokémon Gengar, 24 Cm",99.923,8.326,0
2045,Peluche Pokemon Espada Y Escudo Scorbunny 38 Cm,77.235,6.436,0
2046,Muñeco De Peluche De Dibujos Animados Pokemon Gengar 24cm,102.626,8.552,0
2047,Juguete De Peluche Pokemon Speon Evolución De Eevee 45 Cm,85.000,7.083,0
2048,"Peluche Original De Pokémon Growlithe, 25 Cm, Hipoalergénico",91.427,7.618,0
2049,"Peluche Original Pokémon Cubone, 26 Cm, Hipoalergénico",99.729,8.310,0
2050,"Figuras De Acción De Pokémon, Muñecos De Peluche, Spikachu",83.124,6.927,0
2051,Muñeco De Peluche De Dibujos Animados Pokemon Gengar 24cm,118.700,9.891,0
2052,Muñeco De Peluche De Dibujos Animados Pokemon Gengar 24cm,102.626,8.552,0
2053,Muñeco De Peluche De Dibujos Animados Pokemon Gengar 24cm,102.626,8.552,0
2054,Muñeco De Peluche De Dibujos Animados Pokemon Gengar 24cm,102.626,8.552,0
2055,Original 24 Cm Pokemon Gengar Juguetes De Peluche De Dibujos,107.115,8.926,0
2056,Juguete De Peluche De Dibujos Animados De Pokémon Gengar,92.006,7.667,0
2057,Charizard Peluche Pokémon Premium,133.568,11.130,0
2058,Peluche Pokémon Cubone,106.825,8.902,0
2059,Juguete De Peluche De Dibujos Animados De Pokémon Gengar,111.315,9.276,0
2060,Peluche Pokémon Vulpix Alola Takara Tomy 20 Cm Felpa,115.756,9.646,0
2061,"Muñeco De Peluche De Pokémon Bulbasaur, Juguete De Animales,",149.643,12.470,0
2062,Peluche Pokémon Pikachu 30 Cm Nuevo Año,102.384,8.532,0
2063,Peluche Pokémon Scorbunny,102.384,8.532,0
2064,"Muñeco De Peluche De Anime Pokémon Mewtwo, Regalo Para Niños",178.606,14.883,0
2065,Peluche Pokémon Espada Y Escudo Scorbunny 38 Cm,124.010,10.334,0
2066,"Muñeco De Peluche De Anime Pokémon Mewtwo, Regalo Para Niños",178.606,14.883,0
2067,"Muñeco De Peluche De Pokémon Bulbasaur, Juguete De Animales,",149.643,12.470,0
2068,Peluche Pokémon Espada Y Escudo Scorbunny 38 Cm,124.010,10.334,0
2069,Figura De Acción De Juguete De Pokémon Modelo Pikachu Dollpo,93.454,7.787,0
